img_name,visibility,exposure
/Data4/student_zhihan_data/data/GC10-DET_Sharpen_15/test/images/img_03_424992500_00388_jpg.rf.ec28701153afa1dd22f46920ffb9297f.jpg,0.5129686202366097,0.3973779296875
/Data4/student_zhihan_data/data/GC10-DET_Sharpen_15/test/images/img_03_425503100_00066_jpg.rf.c80d682dcb624742ec4e67f3dfc73544.jpg,0.6612402552791495,0.37060546875
/Data4/student_zhihan_data/data/GC10-DET_Sharpen_15/test/images/img_01_425008500_00677_jpg.rf.85e0f1a63299479dd07b5c5314f7beca.jpg,0.4257058098295346,0.283779296875
/Data4/student_zhihan_data/data/GC10-DET_Sharpen_15/test/images/img_05_425608200_00814_jpg.rf.51da696c5976e986c5c492e99d2dd638.jpg,0.0256867979943649,0.2960595703125
/Data4/student_zhihan_data/data/GC10-DET_Sharpen_15/test/images/img_01_425005700_00442_jpg.rf.ef12f267a48c4fae4160ff0ff6c1cd07.jpg,0.471131104390681,0.29975830078125
/Data4/student_zhihan_data/data/GC10-DET_Sharpen_15/test/images/img_02_3436789500_00005_jpg.rf.85f310f1107d6db92898a8766345b99e.jpg,0.4581147341305012,0.66736572265625
/Data4/student_zhihan_data/data/GC10-DET_Sharpen_15/test/images/img_03_4401440300_00347_jpg.rf.ff9406713a4ed5507b002d4ce5f72e52.jpg,0.0372224089635854,0.45895751953125
/Data4/student_zhihan_data/data/GC10-DET_Sharpen_15/test/images/img_06_425614600_00411_jpg.rf.0ca4276f5b7c9adc24a31de9d096a32b.jpg,0.3037666899449533,0.32279541015625
/Data4/student_zhihan_data/data/GC10-DET_Sharpen_15/test/images/img_07_4404374100_01265_jpg.rf.7c0ea7dc6275568c84f63ffd923f5c66.jpg,0.1503127792931164,0.58793212890625
/Data4/student_zhihan_data/data/GC10-DET_Sharpen_15/test/images/img_08_425007500_01452_jpg.rf.a6354954b51ef244ccef3d9462ffe717.jpg,0.2757289076789088,0.29031494140625
/Data4/student_zhihan_data/data/GC10-DET_Sharpen_15/test/images/img_01_425502900_00018_jpg.rf.993eb5cbb2f35e662145c2aa415d9879.jpg,0.3295093901477209,0.26514892578125
/Data4/student_zhihan_data/data/GC10-DET_Sharpen_15/test/images/img_08_425508200_00024_jpg.rf.e7b2ff05772bc1c560893f689919a53b.jpg,0.3231822212617757,0.22232666015625
/Data4/student_zhihan_data/data/GC10-DET_Sharpen_15/test/images/img_08_4406743300_00468_jpg.rf.3298d91af6c8c83868684ff0feb87c36.jpg,0.452513835211106,0.33446044921875
/Data4/student_zhihan_data/data/GC10-DET_Sharpen_15/test/images/img_07_4406645900_00730_jpg.rf.68f3b77d92761bf22a8e39c9837cbacd.jpg,0.3314079972414028,0.4582177734375
