img_name,objectness_uncertainty,weighted_variance_sum,weighted_entropy
/Data4/student_zhihan_data/data/GC10-DET_brightness_-10/test/images/img_08_425637800_00890_jpg.rf.4e3226a45f7bf69e58918d8952b79b6b.jpg,0.008870264515280724,0.0006301123177630425,1.1404053633727549
/Data4/student_zhihan_data/data/GC10-DET_brightness_-10/test/images/img_03_424992500_00388_jpg.rf.ec28701153afa1dd22f46920ffb9297f.jpg,0.0027410637121647596,0.00034599044874994433,2.2833248198501708
/Data4/student_zhihan_data/data/GC10-DET_brightness_-10/test/images/img_03_425503100_00066_jpg.rf.c80d682dcb624742ec4e67f3dfc73544.jpg,0.009347517974674702,8.897479119696072e-05,2.275937346074854
/Data4/student_zhihan_data/data/GC10-DET_brightness_-10/test/images/img_01_425008500_00677_jpg.rf.85e0f1a63299479dd07b5c5314f7beca.jpg,0.010062763467431068,0.0009502402645011898,2.2588424068508726
/Data4/student_zhihan_data/data/GC10-DET_brightness_-10/test/images/img_05_425608200_00814_jpg.rf.51da696c5976e986c5c492e99d2dd638.jpg,0.01564052514731884,0.004264499404305787,1.1386922921667475
/Data4/student_zhihan_data/data/GC10-DET_brightness_-10/test/images/img_01_425005700_00442_jpg.rf.ef12f267a48c4fae4160ff0ff6c1cd07.jpg,0.002548276912420988,0.00046141207712935284,2.28300658489267
/Data4/student_zhihan_data/data/GC10-DET_brightness_-10/test/images/img_02_3436789500_00005_jpg.rf.85f310f1107d6db92898a8766345b99e.jpg,0.006510771345347166,0.001997195544089704,0.455996251183927
/Data4/student_zhihan_data/data/GC10-DET_brightness_-10/test/images/img_03_4401440300_00347_jpg.rf.ff9406713a4ed5507b002d4ce5f72e52.jpg,0.003139125881716609,0.0006628753617405891,2.281646752357483
/Data4/student_zhihan_data/data/GC10-DET_brightness_-10/test/images/img_06_425614600_00411_jpg.rf.0ca4276f5b7c9adc24a31de9d096a32b.jpg,0.006100868806242943,0.0015927469539747108,2.277657357750425
/Data4/student_zhihan_data/data/GC10-DET_brightness_-10/test/images/img_07_4404374100_01265_jpg.rf.7c0ea7dc6275568c84f63ffd923f5c66.jpg,0.0027215266600251198,0.002445778365654405,2.2827799642408215
/Data4/student_zhihan_data/data/GC10-DET_brightness_-10/test/images/img_08_425007500_01452_jpg.rf.a6354954b51ef244ccef3d9462ffe717.jpg,0.013983607292175293,9.705578236413737e-05,1.1385737495306323
/Data4/student_zhihan_data/data/GC10-DET_brightness_-10/test/images/img_01_425502900_00018_jpg.rf.993eb5cbb2f35e662145c2aa415d9879.jpg,0.0031379482243210077,0.0069796171665075235,2.282839085074032
/Data4/student_zhihan_data/data/GC10-DET_brightness_-10/test/images/img_08_425508200_00024_jpg.rf.e7b2ff05772bc1c560893f689919a53b.jpg,1.0,1.0,2.302585092994046
/Data4/student_zhihan_data/data/GC10-DET_brightness_-10/test/images/img_08_4406743300_00468_jpg.rf.3298d91af6c8c83868684ff0feb87c36.jpg,0.025146188214421272,0.01228829259343911,2.2631384304591586
/Data4/student_zhihan_data/data/GC10-DET_brightness_-10/test/images/img_07_4406645900_00730_jpg.rf.68f3b77d92761bf22a8e39c9837cbacd.jpg,1.0,1.0,2.302585092994046
/Data4/student_zhihan_data/data/GC10-DET_brightness_-10/test/images/img_03_4403715000_00003_jpg.rf.8fd599665109faa6025da5f5d7de01b0.jpg,0.0044347248040139675,0.007752261473797262,2.282935772623335
/Data4/student_zhihan_data/data/GC10-DET_brightness_-10/test/images/img_08_425391700_00089_jpg.rf.c8fe702a294d891b9cb8143305d79e74.jpg,0.0041892314329743385,0.0009782184781790037,1.140909201807891
/Data4/student_zhihan_data/data/GC10-DET_brightness_-10/test/images/img_02_3436813700_00788_jpg.rf.33ac3428ca0da097f8ec6f666d2caf28.jpg,0.014302942901849747,0.0006415514119134033,1.138749600280056
/Data4/student_zhihan_data/data/GC10-DET_brightness_-10/test/images/img_08_425391700_00198_jpg.rf.79baed4ea8e426615cf676e94acf6292.jpg,0.005934538785368204,0.006328271351776493,2.2796366912562673
/Data4/student_zhihan_data/data/GC10-DET_brightness_-10/test/images/img_08_425637500_00653_jpg.rf.269078f5716d0f1c7eb7259f891ec266.jpg,0.012295092456042767,0.0003070202829741024,1.1396645763056068
