GC10-DET_brightness_-150,[[0.6717215]],[[0.04240335]],0.0,[[0.02723879]]
GC10-DET_brightness_-100,[[0.6768477]],[[0.05552182]],0.0,[[0.02497884]]
GC10-DET_brightness_-50,[[0.67218363]],[[0.05106137]],0.0,[[0.03451049]]
GC10-DET_brightness_-30,[[0.6700523]],[[0.04652417]],0.0,[[0.03636725]]
GC10-DET_brightness_-25,[[0.66969776]],[[0.04517404]],0.0,[[0.03608078]]
GC10-DET_brightness_-20,[[0.6693169]],[[0.04378069]],6.960149396929825e-08,[[0.03583009]]
GC10-DET_brightness_-15,[[0.6689974]],[[0.04223696]],2.1185623972039474e-05,[[0.03522362]]
GC10-DET_brightness_-10,[[0.6684636]],[[0.04062095]],0.00027982477556195176,[[0.03495055]]
GC10-DET_brightness_30,[[0.6551088]],[[0.03359107]],0.03576187401487116,[[0.03250287]]
GC10-DET_brightness_60,[[0.60922766]],[[0.02862628]],0.16003947475500274,[[0.04090396]]
GC10-DET_brightness_90,[[0.5343772]],[[0.02140941]],0.3726050233004386,[[0.04567267]]
GC10-DET_brightness_-150,[[0.4603921]],[[0.04240335]],0.6339882405598959,[[0.02723879]]
GC10-DET_brightness_-100,[[0.5706243]],[[0.05552182]],0.3186701189007676,[[0.02497884]]
GC10-DET_brightness_-50,[[0.619874]],[[0.05106137]],0.1569289625736705,[[0.03451049]]
GC10-DET_brightness_-30,[[0.6414427]],[[0.04652417]],0.08582881994414748,[[0.03636725]]
GC10-DET_brightness_-25,[[0.6484994]],[[0.04517404]],0.063594970703125,[[0.03608078]]
GC10-DET_brightness_-20,[[0.6552826]],[[0.04378069]],0.04210276285807291,[[0.03583009]]
GC10-DET_brightness_-15,[[0.6611011]],[[0.04223696]],0.023710032680578398,[[0.03522362]]
GC10-DET_brightness_-10,[[0.6652787]],[[0.04062095]],0.009834482293379935,[[0.03495055]]
GC10-DET_brightness_30,[[0.6551088]],[[0.03359107]],0.03576187401487116,[[0.03250287]]
GC10-DET_brightness_60,[[0.60922766]],[[0.02862628]],0.16003947475500274,[[0.04090396]]
GC10-DET_brightness_90,[[0.5343772]],[[0.02140941]],0.3726050233004386,[[0.04567267]]
GC10-DET_brightness_-150,[[0.42273667]],[[0.04240335]],0.7469545170298794,[[0.02723879]]
GC10-DET_brightness_-100,[[0.54477066]],[[0.05552182]],0.3962311487030564,[[0.02497884]]
GC10-DET_brightness_-50,[[0.6047112]],[[0.05106137]],0.20241752758360745,[[0.03451049]]
GC10-DET_brightness_-30,[[0.6231774]],[[0.04652417]],0.14062478584155705,[[0.03636725]]
GC10-DET_brightness_-25,[[0.6284715]],[[0.04517404]],0.12367873877809758,[[0.03608078]]
GC10-DET_brightness_-20,[[0.63403606]],[[0.04378069]],0.10584245112904331,[[0.03583009]]
GC10-DET_brightness_-15,[[0.6403385]],[[0.04223696]],0.08599790338884321,[[0.03522362]]
GC10-DET_brightness_-10,[[0.64710724]],[[0.04062095]],0.06434874417489035,[[0.03495055]]
GC10-DET_brightness_30,[[0.6507218]],[[0.03359107]],0.04892284727933113,[[0.03250287]]
GC10-DET_brightness_60,[[0.5987426]],[[0.02862628]],0.1914946064196135,[[0.04090396]]
GC10-DET_brightness_90,[[0.52172256]],[[0.02140941]],0.41056899221319904,[[0.04567267]]
GC10-DET_brightness_-150,[[0.42273667]],[[0.04240335]],0.7469545170298794,[[0.02723879]]
GC10-DET_brightness_-100,[[0.54477066]],[[0.05552182]],0.3962311487030564,[[0.02497884]]
GC10-DET_brightness_-150,[[0.42273667]],[[0.04240335]],0.7469545170298794,[[0.02723879]]
GC10-DET_brightness_-100,[[0.54477066]],[[0.05552182]],0.3962311487030564,[[0.02497884]]
GC10-DET_brightness_-50,[[0.6047112]],[[0.05106137]],0.20241752758360745,[[0.03451049]]
GC10-DET_brightness_-30,[[0.6231774]],[[0.04652417]],0.14062478584155705,[[0.03636725]]
GC10-DET_brightness_-25,[[0.6284715]],[[0.04517404]],0.12367873877809758,[[0.03608078]]
GC10-DET_brightness_-20,[[0.63403606]],[[0.04378069]],0.10584245112904331,[[0.03583009]]
GC10-DET_brightness_-15,[[0.6403385]],[[0.04223696]],0.08599790338884321,[[0.03522362]]
GC10-DET_brightness_-10,[[0.64710724]],[[0.04062095]],0.06434874417489035,[[0.03495055]]
GC10-DET_brightness_-150,0.4396265921451846,0.0814905927558818,0.7469545170298794,0.01565629929044857
GC10-DET_brightness_-100,0.5765332267984907,0.16759716235507985,0.3962311487030564,0.041766333256551255
GC10-DET_brightness_-50,0.6598785597036272,0.23041798135195282,0.20241752758360745,0.04836477465746381
GC10-DET_brightness_-30,0.6832842647650346,0.2423731897761544,0.14062478584155705,0.0518956096394935
GC10-DET_brightness_-25,0.6896770602342559,0.2451073532863147,0.12367873877809758,0.052397433805449624
GC10-DET_brightness_-20,0.6963008446511398,0.24748917231865877,0.10584245112904331,0.05274418723619604
