img_name,objectness_uncertainty,weighted_variance_sum,weighted_entropy
/Data4/student_zhihan_data/data/GC10-DET_Transform_Scale_0.15:0.2/images/img_08_425637800_00890_jpg.rf.4e3226a45f7bf69e58918d8952b79b6b.jpg,0.0076525323,0.0008349805562843,0.0887783102854976
/Data4/student_zhihan_data/data/GC10-DET_Transform_Scale_0.15:0.2/images/img_03_425503100_00066_jpg.rf.c80d682dcb624742ec4e67f3dfc73544.jpg,0.0026523739,3.411278725688287e-05,0.1048023551570044
/Data4/student_zhihan_data/data/GC10-DET_Transform_Scale_0.15:0.2/images/img_01_425008500_00677_jpg.rf.85e0f1a63299479dd07b5c5314f7beca.jpg,0.01450026,0.0002658146945997,0.0978831533901969
/Data4/student_zhihan_data/data/GC10-DET_Transform_Scale_0.15:0.2/images/img_05_425608200_00814_jpg.rf.51da696c5976e986c5c492e99d2dd638.jpg,0.009368789,0.0009461274257205,0.0887390040822551
/Data4/student_zhihan_data/data/GC10-DET_Transform_Scale_0.15:0.2/images/img_01_425005700_00442_jpg.rf.ef12f267a48c4fae4160ff0ff6c1cd07.jpg,0.0017937776,0.0013076029131837,0.1019975303536369
/Data4/student_zhihan_data/data/GC10-DET_Transform_Scale_0.15:0.2/images/img_02_3436789500_00005_jpg.rf.85f310f1107d6db92898a8766345b99e.jpg,0.005746783,0.0014935537991845,0.1171479559373583
/Data4/student_zhihan_data/data/GC10-DET_Transform_Scale_0.15:0.2/images/img_06_425614600_00411_jpg.rf.0ca4276f5b7c9adc24a31de9d096a32b.jpg,0.0024511926,0.0004447269011969,0.0955356528919708
/Data4/student_zhihan_data/data/GC10-DET_Transform_Scale_0.15:0.2/images/img_07_4404374100_01265_jpg.rf.7c0ea7dc6275568c84f63ffd923f5c66.jpg,0.0028115567,0.0006106261273016,0.0949434388109615
/Data4/student_zhihan_data/data/GC10-DET_Transform_Scale_0.15:0.2/images/img_08_425007500_01452_jpg.rf.a6354954b51ef244ccef3d9462ffe717.jpg,0.010313733,0.0037344541085814,0.2272343532211996
/Data4/student_zhihan_data/data/GC10-DET_Transform_Scale_0.15:0.2/images/img_01_425502900_00018_jpg.rf.993eb5cbb2f35e662145c2aa415d9879.jpg,0.0053609833,0.0,0.1088264524936676
/Data4/student_zhihan_data/data/GC10-DET_Transform_Scale_0.15:0.2/images/img_08_425508200_00024_jpg.rf.e7b2ff05772bc1c560893f689919a53b.jpg,0.008639904,0.0004712565408636,0.0852415737944528
/Data4/student_zhihan_data/data/GC10-DET_Transform_Scale_0.15:0.2/images/img_08_4406743300_00468_jpg.rf.3298d91af6c8c83868684ff0feb87c36.jpg,0.010709255,0.0005604856806553,0.112892000525905
/Data4/student_zhihan_data/data/GC10-DET_Transform_Scale_0.15:0.2/images/img_03_4403715000_00003_jpg.rf.8fd599665109faa6025da5f5d7de01b0.jpg,0.0075509967,5.4105391958759e-05,0.3136948688421398
/Data4/student_zhihan_data/data/GC10-DET_Transform_Scale_0.15:0.2/images/img_08_425391700_00089_jpg.rf.c8fe702a294d891b9cb8143305d79e74.jpg,0.0093045505,0.0019230577496183,0.0876265588941264
/Data4/student_zhihan_data/data/GC10-DET_Transform_Scale_0.15:0.2/images/img_02_3436813700_00788_jpg.rf.33ac3428ca0da097f8ec6f666d2caf28.jpg,0.00783126,0.0002260935081659,0.1145450062191853
/Data4/student_zhihan_data/data/GC10-DET_Transform_Scale_0.15:0.2/images/img_08_425391700_00198_jpg.rf.79baed4ea8e426615cf676e94acf6292.jpg,0.0075836238,0.0015397323222222,0.112397649614059
/Data4/student_zhihan_data/data/GC10-DET_Transform_Scale_0.15:0.2/images/img_08_425637500_00653_jpg.rf.269078f5716d0f1c7eb7259f891ec266.jpg,0.018909594,0.0002264860982399,0.0765746380909189
/Data4/student_zhihan_data/data/GC10-DET_Transform_Scale_0.15:0.2/images/img_05_425505500_00053_jpg.rf.bcd8bcf9d6074b0fab4f2b095510420f.jpg,0.011232234,0.0014845767413019,0.0795182658815773
/Data4/student_zhihan_data/data/GC10-DET_Transform_Scale_0.15:0.2/images/img_07_4404893900_00568_jpg.rf.791dce27a30eb631f2acb54d52681b5c.jpg,0.0036949613,0.000134806412823,0.275583878159523
/Data4/student_zhihan_data/data/GC10-DET_Transform_Scale_0.15:0.2/images/img_06_4406562900_00002_jpg.rf.bda7ab14f0be7131f2b4d3a02af2c1df.jpg,0.0056870263,0.0040626345940526,0.1344842957321452
/Data4/student_zhihan_data/data/GC10-DET_Transform_Scale_0.15:0.2/images/img_01_425005700_00406_jpg.rf.3d18020876f46e3b235c9c2b79c7c0a6.jpg,0.0013172843,0.0010318736546243,0.1067066834694233
/Data4/student_zhihan_data/data/GC10-DET_Transform_Scale_0.15:0.2/images/img_06_4406645900_00001_jpg.rf.fef25d6e5e72505390955126bb6c5844.jpg,0.0028034495,4.382442028727507e-05,0.1029889949518219
/Data4/student_zhihan_data/data/GC10-DET_Transform_Scale_0.15:0.2/images/img_03_SIS001540_00786_jpg.rf.9639d974e6cd04fcfbe0ca3a847c2c23.jpg,0.004318992,2.377524903825664e-05,0.138659451007843
/Data4/student_zhihan_data/data/GC10-DET_Transform_Scale_0.15:0.2/images/img_03_425644600_00006_jpg.rf.feb60eafb5ebdef584a26d874345da58.jpg,0.004478342,1.998737146458041e-06,0.1476288510078475
/Data4/student_zhihan_data/data/GC10-DET_Transform_Scale_0.15:0.2/images/img_03_424992300_00514_jpg.rf.b1eee4d04fd6d8ce8f6ad7cac1a91c98.jpg,0.0028741162,0.0001027896763301,0.1048451729113401
/Data4/student_zhihan_data/data/GC10-DET_Transform_Scale_0.15:0.2/images/img_01_425008500_00104_jpg.rf.32e3c393304c5bd5dd58d6f5c54b11b2.jpg,0.012135899,0.0010556994006233,0.0865683295162827
/Data4/student_zhihan_data/data/GC10-DET_Transform_Scale_0.15:0.2/images/img_03_3403396800_01005_jpg.rf.089e7bcff1fe4ca0a5efcbb8ba1d31a3.jpg,0.0007102152,0.0,0.2340168207883834
